,coconut_id,SMILES,molecular_formula,molecular_weight,citationDOI,name,alogp,topoPSA,affinity
395,CNP0402002,O=C1C=C2C3(O)CCC4C(O)(CC=CC5CC26CCC7C(O)(CO)C(O)C8C#CCC(O)C(SSC(O)C18C76C)C9CCCC(CO)C%109C(=O)N(C%11=CC(O)=CC(=C%11)CCC543)CC%10)C%12OC%12C(C)C(C)C,C56H73NO12S2,1016.3126175733548,[],"5,9,19,32,37,38,44-heptahydroxy-26,38-bis(hydroxymethyl)-43-methyl-9-[3-(3-methylbutan-2-yl)oxiran-2-yl]-45,46-dithia-22-azaundecacyclo[29.12.3.1¹³,⁴².1¹⁷,²¹.1²²,²⁵.0¹,³⁶.0⁴,⁴².0⁵,¹⁴.0⁸,¹⁴.0²⁵,³⁰.0³⁹,⁴³]nonatetraconta-3,11,17(49),18,20-pentaen-34-yne-2,48-dione",3.267299999999993,282.58,16.898012
338,CNP0362856,O=C(O)C(NC(=O)C(NS(=O)(=O)C1=CC=C(C=C1)C)CO)CC2=CC=C(O)C=C2,C19H22N2O7S,422.4540045232351,[],2-[3-hydroxy-2-(4-methylbenzenesulfonamido)propanamido]-3-(4-hydroxyphenyl)propanoic acid,-0.1989,161.40999999999997,16.897259
182,CNP0262060,O=C1C=2C=CC=CC2N=NN1CC(=O)NCC(=O)N(C)CC3CCCN4CCCCC43,C22H30N6O3,426.5128463690338,[],"N-({methyl[(octahydro-1H-quinolizin-1-yl)methyl]carbamoyl}methyl)-2-(4-oxo-3,4-dihydro-1,2,3-benzotriazin-3-yl)acetamide",1.041999999999997,97.67999999999998,16.891392
80,CNP0423874,O=C(C=C(O)C=1C=CC=CC1)C(C=C)(C)C,C14H16O2,216.27616447138345,"[Kikuchi T.,Chem.Pharm.Bull.,33,(1985),1969-1974]",Mysorenone B,2.4704,37.3,16.89023
229,CNP0399991,O=C(NCC1CCCN2CCCCC21)C3=CC(=NN3C)C=4C=CC=CC4,C21H28N4O,352.47401269538346,[],1-methyl-N-[(octahydro-1H-quinolizin-1-yl)methyl]-3-phenyl-1H-pyrazole-5-carboxamide,2.242999999999998,47.940000000000005,16.885681
513,CNP0133811,O=C1OC2=C(C=CC=3OCN(C4=CC=C(C=C4)C(C)(C)C)CC32)C(=C1)C,C22H23NO3,349.4237450570733,[],"9-(4-tert-butylphenyl)-4-methyl-2H,8H,9H,10H-chromeno[8,7-e][1,3]oxazin-2-one",3.1351,38.77,16.874382
28,CNP0027498,O=C(NC1CN2C(=O)C3=CC=C(Cl)C=C3NC(=O)C2C1)CC(C)(C)C,C18H22ClN3O3,363.8392047083514,[],"N-{12-chloro-2,8-dioxo-3,9-diazatricyclo[8.4.0.0³,⁷]tetradeca-1(14),10,12-trien-5-yl}-3,3-dimethylbutanamide",0.5822999999999979,78.51,16.860008
511,CNP0330746,O=CC12CCCC(C(=O)O)(C)C2C(C(=O)O)C34CC(=C)C(O)(CCC13)C4,C20H26O6,362.4176071006468,"[Kappers,J.Plant Growth Reg.,16,(1997),219, Metzger,Plant Physiol.,65,(1980),623, Morvan-Bertrand,Physiol Plant,111,(2001),225, Dobert,J.Plant Growht Reg.,11,(1992),155, Jones,Planta,149,(1980),274, Endo,Plant Cell Physiol.,30,(1989),137, Yamane,Plant Physiol.,86,(1988),857, Hisamatsu,J.Jap.Soc.Hort.Sci.,67,(1998),866, Devi,Plant Growth Reg.,15,(1994),215, Tadeo,Physiol.Plant,91,(1994),37, Koshioka,Biosci.Biotech.Biochem.,57,(1993),1586, Hisamatsu,Phytochem.,47,(1998),3, Murofushi,Agric. Biol. Chem.,37,(1973),1101, Yanagisawa,Biosci. Biotech. Biochem.,56,(1992),81, Watanabe,Plant Cell Physiol.,19,(1978),1263, Kurogochi,Agric. Biol. Chem.,42,(1978),207, Takayama,J. Japan Soc. Hort. Sci.,62,(1993),189, Rood,Plant Physiol.,83,(1987),645, Gocal,Plant Physiol.,119,(1999),1271, Arigayo,Agric. Biol. Chem.,47,(1983),2939, 24318057, Potter,Plant Growht Reg.,12,(1993),133, Fujioka,Proc. Natl. Acad. Sci. USA,85,(1988),9031, Nakayama,Phytochem.,57,(2001),749, RijindersPlanta,203,(1997),20, Zanewich,J.Plant Growth Reg.,13,(1994),159, Bensen,Plant Physiol.,94,(1990),77, Koshioka,J.Plant Physiol.,153,(1998),230, Hasan,Physiol.Plant,90,(1994),475, Kobayashi,Biosci. Biotech.Biochem.,60,(1996),159, Lin,Phytochem.,26,(1987),2485, Durley,Phytochem.,10,(1971),1891, MacMillan,Plant Physiol.,113,(1997),1369, 24100624, Blake,Phytochem.,55,(2000),887, Talon,Plant Physiol.,97,(1991),1521, 21726716, Metzger,Plant Physiol.,80,(1985),396, Matsuo,Agric.Biol.Chem.,48,(1984),2935, Waycott,Plant Physiol.,95,(1991),1169, Perez,Am.J.Viticulture,51,(2000),315, Chang,Physiol. Plant,112,(2001),429, Browning,Nature,265,(1977),375, Jensen,J.Plant.Growth Reg.,15,(1996),167, Yamaguchi,Phytochem.,821, (1982),2049, Nishijima,Biosci.Biotech.Biochem.,61,(1997),1362, Suzuki,J.Plant Growth Reg.,13,(1994),63, Goto,Agric. Biol. Chem.,53,(1989),2817, Dobert,Plant Physiol.,98,(1992),221, Talon,Planta,182,(1990),501, Hedden,Phytochem.,32,(1993),231, Davenport,J.Plant Growth Reg.,20,(2001),308, Oden,Physiol. Plant.,73,445, Tanno,Plant Physiol.,100,(1992),1823, Koshioka,J.Japan Soc.Hort.Sci,68,(1999),1158, Sponsel,Planta,146,(1979),101, Fukui,Agric. Biol. Chem.,36,(1972),1003, Oyama,Biosci.Biotech.Biochem.,60,(1996),301, Matsuo,Agric. Biol. Chem.,48,(1984),2935, Croker,Plant Physiol.,94, (1990),194, Gaskin,Planta,163,(1985),283, Nakayama,Agric. Biol. Chem.,54,(1990),837, Nishijima,Biosci.Biotech.Biochem.,57,(1993),1953, Blake,Phytochem.,35,(1994),1383, Talon,Plant Physiol.,99,(1992),1575, Hutchison,Phytochem.,27,(1988),2695, 12231850, Nakayama,Phytochem.,42,(1996),913, KuhnleJ.Plant.Growth Reg.,2,(1983),59, Roach,Nature,375,(1995),700, Turnbull,J. Plant Growth Regul.,8,(1989),273, Fujisawa,Agric. Biol. Chem.,49,(1985),27, Blake,Phytochem.,53,(2000),519, Murofushi,Agric. Biol. Chem.,30,(1966),917, Albone,Planta,162,(1984),560, Ross,Planta,187,(1992),10, Park,Plant Cell Physiol.,24,(1983),1241]",Gibberellin A19,1.538,111.9,16.858644
161,CNP0296899,O=C1C(OC2=CC(OCC(=C)C)=CC=C21)=CC3=CC(Br)=CC=C3OC,C20H17BrO4,401.250858431926,[],"2-[(5-bromo-2-methoxyphenyl)methylidene]-6-[(2-methylprop-2-en-1-yl)oxy]-2,3-dihydro-1-benzofuran-3-one",2.0906,44.760000000000005,16.855194
22,CNP0104348,O=C1C(=C)C2CC(O)C3C1(CC(O)C4C(C(=O)CCC43C)(C)C)C2,C20H28O4,332.4346787531597,"[Sun, et al., Diterpenoids from Isodon Species, Science Press, Beijing, (2001), Hong,J.Nat.Prod.,70,(2007),632]",Inflexarabdonin I,1.4320999999999982,74.6,16.852024
155,CNP0328628,O=C(OC)C1=C(OC)C=C2C(=O)C=3C=CC=C(O)C3C(=O)C2=C1C,C18H14O6,326.30084626116144,"[10.1002/jlac.198919890217, NA]","3,8-Dihydroxy-1-Methyl-Anthraquinone-2-Carboxylic Acid",0.6971000000000007,89.9,16.848001
425,CNP0116389,O=C1C(OC2=CC(OCC3=CC=C(F)C=C3Cl)=CC=C21)=CC=CC=4C=CC=CC4,C24H16ClFO3,406.8342691650168,[],"6-[(2-chloro-4-fluorophenyl)methoxy]-2-(3-phenylprop-2-en-1-ylidene)-2,3-dihydro-1-benzofuran-3-one",2.9367,35.53,16.840471
196,CNP0366497,O=C1OC=2C=C3OC=C(C=4C=CC=CC4)C3=CC2C(=C1CCC)C,C21H18O3,318.3666021841204,[],"5-methyl-3-phenyl-6-propyl-7H-furo[3,2-g]chromen-7-one",3.105399999999998,35.53,16.83577
286,CNP0055707,ClC=1C=CC=CC1C(C=2C=CC=CC2)(C=3C=CC=CC3)N4N=CC=C4,C22H17ClN2,344.8375265366304,[],1-[(2-chlorophenyl)diphenylmethyl]-1H-pyrazole,3.632999999999999,15.6,16.826557
173,CNP0241541,O=C1N2CCC=3C=4C=CC=CC4NC3C2(C(=O)N(C1)CCCCC)C,C20H25N3O2,339.4321562576515,[],"2-methyl-4-pentyl-4,7,17-triazatetracyclo[8.7.0.0²,⁷.0¹¹,¹⁶]heptadeca-1(10),11,13,15-tetraene-3,6-dione",1.2825999999999993,52.650000000000006,16.82241
455,CNP0061251,O=C(N1CCN(C2=CC=C(F)C=C2)CC1)C(C)C3CC=4C(=C(OCCOC)C=C(C4CC3)C)C,C28H37FN2O3,468.60443741839833,[],"1-[4-(4-fluorophenyl)piperazin-1-yl]-2-[7-(2-methoxyethoxy)-5,8-dimethyl-1,2,3,4-tetrahydronaphthalen-2-yl]propan-1-one",3.498599999999993,42.010000000000005,16.802055
68,CNP0196299,OC1CCC23CC43CCC5(C)C(CCC5(C)C4CCC2C1C)C(C(=C)CCC(C)C)C,C30H50O,426.7185195224988,[],"7,12,16-trimethyl-15-(6-methyl-3-methylideneheptan-2-yl)pentacyclo[9.7.0.0¹,³.0³,⁸.0¹²,¹⁶]octadecan-6-ol",7.585699999999999,20.23,16.797073
178,CNP0274648,O=C1OCC2(C)C(O)(C)C3(O)OC42CCC(C)C4(C3)C1O,C15H22O6,298.33216460140375,[],"2,7,8-trihydroxy-6,7,13-trimethyl-4,9-dioxatetracyclo[6.5.1.0¹,¹⁰.0⁶,¹⁰]tetradecan-3-one",-0.3250000000000022,96.22,16.796276
205,CNP0078592,O=C(O)CC(NC(=O)C(NC(=O)C(NC(=O)C1N(C(=O)C2=CNC(C(=O)N3CCCC3C(=O)NC(C(=O)NCC(=O)NC(C(=O)N4CCCC4C(=O)N5CCCC5C(=O)NC(C(=O)N2)CC=6C=CC=CC6)CC(C)C)CC=7C=CC=CC7)CC=8C=CC=CC8)CCC1)CC=9C=CC=CC9)C(C)CC)C(=O)O,C77H97N13O16,1460.6745377063555,[],"2-({1-hydroxy-2-[(1-hydroxy-2-{[hydroxy({1-[15,24,30-tribenzyl-11,14,17,29,32-pentahydroxy-9-(2-methylpropyl)-2,8,23-trioxo-1,7,10,13,16,22,25,28,31-nonaazatetracyclo[31.3.0.0³,⁷.0¹⁸,²²]hexatriaconta-10,13,16,26,28,31-hexaene-27-carbonyl]pyrrolidin-2-yl})methylidene]amino}-3-phenylpropylidene)amino]-3-methylpentylidene}amino)butanedioic acid",1.787499999999997,400.6699999999999,16.791164
58,CNP0059278,OC=1C=C2SC3=CC(O)=C(O)C=C3SC2=CC1O,C12H8O4S2,280.3221464884159,[],"thianthrene-2,3,7,8-tetrol",-0.0516000000000003,131.52,16.77858
512,CNP0204693,O=C(OC1CC(C)(C)CC2C34OCC12C(O)CC3(C)C5(C)CCC6C(C)(CO)C(OC7OCC(OC8OC(CO)C(OC9OC(CO)C(O)C(O)C9O)C(O)C8OC%10OCC(O)C(O)C%10O)C(O)C7OC%11OC(CO)C(O)C(O)C%11O)CCC6(C)C5CC4)C,C60H98O29,1283.405090581719,[],"2-hydroxy-10-[(4-hydroxy-5-{[4-hydroxy-6-(hydroxymethyl)-5-{[3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxy}-3-[(3,4,5-trihydroxyoxan-2-yl)oxy]oxan-2-yl]oxy}-3-{[3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxy}oxan-2-yl)oxy]-9-(hydroxymethyl)-4,5,9,13,20,20-hexamethyl-24-oxahexacyclo[15.5.2.0¹,¹⁸.0⁴,¹⁷.0⁵,¹⁴.0⁸,¹³]tetracosan-22-yl acetate",-4.412700000000008,451.51000000000016,16.777359
65,CNP0416854,O=C(O)CC(=O)OC(C(N)N)C1OC(OC=2C=C3OCC4C5=CC=C(OC)C(OC)=C5OC4C3=C(C2)CN6C=C7C=CNC7=C6)C(O)C(O)C1O,C34H38N4O13,710.6858460227179,[],"3-[2,2-diamino-1-(6-{[14,15-dimethoxy-3-({1H,5H-pyrrolo[3,4-b]pyrrol-5-yl}methyl)-8,17-dioxatetracyclo[8.7.0.0²,⁷.0¹¹,¹⁶]heptadeca-2,4,6,11(16),12,14-hexaen-5-yl]oxy}-3,4,5-trihydroxyoxan-2-yl)ethoxy]-3-oxopropanoic acid",-5.265699999999999,246.98,16.76528
74,CNP0437055,O=C1C=2C=CC=CC2C(=O)N(N1C=3C=CC=CC3)CCCCN4CCN(C5=NC=CC=N5)CC4,C26H28N6O2,456.5405035209649,[],,1.3788000000000014,71.82000000000001,16.759325
517,CNP0022232,O=C(N)C(NC(=O)C1N(C(=O)C2=CC=CN2C)CCC(NC(=O)C=3SN=NC3C)C1)CC=4C=CC=CC4,C25H29N7O4S,523.6093064332154,[],"N-{2-[(1-carbamoyl-2-phenylethyl)carbamoyl]-1-(1-methyl-1H-pyrrole-2-carbonyl)piperidin-4-yl}-4-methyl-1,2,3-thiadiazole-5-carboxamide",-0.3310000000000017,174.86,16.74908
221,CNP0073362,N#CC1=CC=CC(=C1)CN2CC3C4=CC=C(C=5C=CC(SC)=CC5)C(=O)N4CC(C2)C3,C26H25N3OS,427.563251703848,[],"3-({5-[4-(methylsulfanyl)phenyl]-6-oxo-7,11-diazatricyclo[7.3.1.0²,⁷]trideca-2,4-dien-11-yl}methyl)benzonitrile",2.413199999999997,72.64,16.746662
99,CNP0366193,O=C1OC2=C(C=CC=3OCN(CC=4C=CC=CC4)CC32)C(=C1)CCCC,C22H23NO3,349.4237450570733,[],"9-benzyl-4-butyl-2H,8H,9H,10H-chromeno[8,7-e][1,3]oxazin-2-one",3.4058999999999977,38.77,16.742844
29,CNP0431655,O=C1OCC2=CCC3C4=CCC5C(C)(C)CCCC5(C)C4CCC3(C)C12,C24H34O2,354.5264570081276,[],,5.170199999999997,26.3,16.723732
242,CNP0379256,O=C(OC(C)(C)C)NC(C(=O)N1CCC(C(=O)NCC(=O)O)CC1)CC=2C=CC=CC2,C22H31N3O6,433.49889228445977,[],2-{[1-(2-{[(tert-butoxy)carbonyl]amino}-3-phenylpropanoyl)piperidin-4-yl]formamido}acetic acid,1.2440999999999969,125.04,16.71505
165,CNP0296797,O=C(O)C=1ON=C(C=2C=CC(Cl)=CC2)C1C(NC(=O)CC(C)C)C,C17H19ClN2O4,350.7973482706195,[],"3-(4-chlorophenyl)-4-[1-(3-methylbutanamido)ethyl]-1,2-oxazole-5-carboxylic acid",1.9378999999999973,87.99000000000001,16.712036
60,CNP0458782,O=C1NC(=S)N=C(O)C1=CC=2OC(=CC2)C=3C=CC(Cl)=CC3,C15H9ClN2O3S,332.7631490042542,[],,1.8666,103.01000000000002,16.708778
268,CNP0072404,O1C=CC2=C1C=CC3CC(CCC(C)C)C(OC)CC23,C18H26O2,274.3985155967933,"[NA, 10.1016/j.phytochem.2017.06.019]","5,6,7,8,9,12-Hexahydro-11-Isopentyl-10-Methoxynaphtho [2,1-B]Furan",3.1540000000000004,18.46,16.707973
95,CNP0299870,O=C(OC)C1CC23C=CCN4CCC5(C=6C=CC=CC6NC15CC2O)C43,C21H24N2O3,352.4276531211471,"[Batchily,Ann.Pharm.Fr.,43,(1985),359, Mehri,Planta Med.,48,(1983),72, Zeches,Phytochem.,23,(1984),171]",19Beta-Hydroxyvenalstonine,-0.0345000000000006,61.8,16.705833
396,CNP0168967,O=C(OC1=CC=C2C(=O)C(C=3C=CC(Br)=CC3)=C(OC2=C1)C)N(C)C,C19H16BrNO4,402.2388849883482,[],"3-(4-bromophenyl)-2-methyl-4-oxo-4H-chromen-7-yl N,N-dimethylcarbamate",1.9423,55.84000000000001,16.694426
343,CNP0133274,O=C1C=C2CCN3CCC4=CC=C(OC)C=C4C23C=C1OC,C18H19NO3,297.3490384546181,"[Bhakuni,Tetrahedron,36,(1980),3107]",Coccudienone,0.8850999999999988,38.77,16.691383
460,CNP0379914,O=C1OC(C=2C=CC=CC12)N3C(=O)CCC3C(=O)NC(C(=O)OC)CC4=CNC=5C=CC=CC54,C25H23N3O6,461.4675739442175,[],"methyl 3-(1H-indol-3-yl)-2-{[5-oxo-1-(3-oxo-1,3-dihydro-2-benzofuran-1-yl)pyrrolidin-2-yl]formamido}propanoate",0.3595000000000015,114.04,16.68771
438,CNP0221309,O=C1C=2C(O)=CC=C(OC3OC(C)C(OC4OC(C)C(O)C(OC5OC(C)C(O)CC5)C4)C(O)C3)C2C(=O)C6=C1C=7C(O)=CC(=CC7CC6O)C,C37H44O14,712.7382903354621,[],Landomycin E,0.1584999999999956,210.9,16.684004
179,CNP0044432,O=C(NCC1=CC=C(F)C=C1)CC2OC(CNC(=O)C3CCCC3)C(O)C2O,C20H27FN2O5,394.4379525609753,[],"N-{[5-({[(4-fluorophenyl)methyl]carbamoyl}methyl)-3,4-dihydroxyoxolan-2-yl]methyl}cyclopentanecarboxamide",0.1025999999999991,107.89,16.670755
296,CNP0114503,OCC1OC(OC=2C(OC)=CC=C3C2OC4C5=CC=C(OC)C=C5OCC34)C(O)C(O)C1O,C23H26O10,462.4474345012884,[],"2-({5,14-dimethoxy-8,17-dioxatetracyclo[8.7.0.0²,⁷.0¹¹,¹⁶]heptadeca-2,4,6,11(16),12,14-hexaen-15-yl}oxy)-6-(hydroxymethyl)oxane-3,4,5-triol",-2.6071000000000013,136.3,16.66193
284,CNP0077858,O=C(NCCC(=O)N1CC2N(CC(O)C2)C3(C1)CN(C3)C(C)C)C,C17H30N4O3,338.4457604710218,[],"N-{3-[7'-hydroxy-1-(propan-2-yl)-hexahydro-1'H-spiro[azetidine-3,4'-pyrrolo[1,2-a]pyrazin]-2'-yl]-3-oxopropyl}acetamide",-1.1874999999999991,76.12,16.652945
332,CNP0402267,O=C(OC)CC(C=1OC(=CC(=O)C1O)COC)C2=CC(OC)=C3OCOC3=C2,C19H20O9,392.3574414636124,[],"methyl 3-[3-hydroxy-6-(methoxymethyl)-4-oxo-4H-pyran-2-yl]-3-(7-methoxy-2H-1,3-benzodioxol-5-yl)propanoate",-1.421800000000001,109.75,16.649137
172,CNP0088282,O=CC12CC(CCCCC)C(O)CC2(O)C(CCC(C)C)CC3(O)C1CCC45CCC#CC6=CC=CC(=C6CC(NC)C7CC(CC34O)C5C8=CC(=O)OC87)CO,C48H67NO8,786.0492961797427,[],"3,4,7,9-tetrahydroxy-25-(hydroxymethyl)-28-(methylamino)-6-(3-methylbutyl)-32-oxo-10-pentyl-31-oxaoctacyclo[27.6.1.0³,¹⁶.0⁴,¹³.0⁷,¹².0¹⁶,³⁵.0²¹,²⁶.0³⁰,³⁴]hexatriaconta-21,23,25,33-tetraen-19-yne-12-carbaldehyde",5.5311999999999975,156.54999999999998,16.64487
109,CNP0014267,N#CC1=C(OC=2NN=C(C2C1C3=CC=C(OC)C(O)=C3)CCC)N,C17H18N4O3,326.3504714251124,[],"6-amino-4-(3-hydroxy-4-methoxyphenyl)-3-propyl-1H,4H-pyrano[2,3-c]pyrazole-5-carbonitrile",0.5127999999999996,112.89,16.644386
316,CNP0157586,O=C1C=C(OC=2C=C(OC)C(OC)=C(O)C12)C=3C=C(O)C(OC)=C(O)C3,C18H16O8,360.3155376239517,"[Kinoshita,Phytochem.,42,(1996),1207, Julliao,J.Nat.Prod.,72,(2009),1424]","2-(3,5-dihydroxy-4-methoxyphenyl)-5-hydroxy-6,7-dimethoxy-4H-chromen-4-one",-1.6132000000000009,114.68000000000002,16.640362
328,CNP0248485,O=C1OC=2C=C(OC)C=CC2C(=C1)COC3=CC=C4C(OC(=C(C4=O)C=5C=CC=CC5OC)C)=C3,C28H22O7,470.4711361872171,[],7-[(7-methoxy-2-oxo-2H-chromen-4-yl)methoxy]-3-(2-methoxyphenyl)-2-methyl-4H-chromen-4-one,1.171399999999999,80.29,16.639122
265,CNP0077433,O=C(O)C1(C)CC(O)C2CCC3(C(=CCC4C5(C)CCC(O)C(C)(C)C5CCC43C)C2C1)C,C29H46O4,458.6742353931158,[],"4,10-dihydroxy-2,6a,6b,9,9,12a-hexamethyl-1,2,3,4,4a,5,6,6a,6b,7,8,8a,9,10,11,12,12a,12b,13,14b-icosahydropicene-2-carboxylic acid",5.046299999999999,77.76,16.632988
187,CNP0381066,O=C1NC2(C=CC=3C=CC=C(OCCC)C3)N(C=4C=CC=CC4C2(C)C)C1,C23H26N2O2,362.4656014948053,[],"9,9-dimethyl-9a-[2-(3-propoxyphenyl)ethenyl]-1H,2H,3H,9H,9aH-imidazo[1,2-a]indol-2-one",3.0311,41.57,16.61351
125,CNP0157699,O=C1OCC(=C1)CCC2(O)C3(C#CCC45C(=O)OC6(NNC7CC8(CCCC8)CC7C9(C)CCC(O)C2(C(O)CCC(C)CC(CSSCC5CCC(CC=%10C=CC=CC%10)C4)CC=%11C=CC=CC%11)C69)C3)C,C60H80N2O7S2,1005.4208250064764,[],"19',27'-dibenzyl-12',14',37'-trihydroxy-9',17',33'-trimethyl-37'-[2-(5-oxo-2,5-dihydrofuran-3-yl)ethyl]-35'-oxa-21',22'-dithia-2',3'-diazaspiro[cyclopentane-1,6'-heptacyclo[27.5.2.1¹,⁹.1¹³,³³.0⁴,⁸.0²⁴,²⁹.0¹³,³⁸]octatriacontan]-31'-yn-36'-one",9.937999999999994,187.95,16.611944
9,CNP0353255,O=C(NCCC(=O)C=1C=CC=CC1N)C,C11H14N2O2,206.24148168743983,"[10.7164/antibiotics.57.17, NA]",N-Acetylkynuramine,-0.9348000000000004,72.19,16.610474
78,CNP0287300,O=S(=O)(NC1=NC=2C=CC=CC2S1)C3=CC=C(Cl)C=C3,C13H9ClN2O2S2,324.80835727614686,[],"N-(1,3-benzothiazol-2-yl)-4-chlorobenzene-1-sulfonamide",1.9387,92.21,16.607155
435,CNP0429490,O=C(C(=CCCC(=CC(O)CC(=CCC=1C=C(OC)C=C(C1O)C)C)C)C)CCC(C)C,C28H42O4,442.63173648102463,[],,6.091399999999999,66.76,16.604969
409,CNP0109902,O=C(OCC(=CCO)C(=O)OC1CC(=CCC(O)C(=CC2OC(=O)C(=C)C21)C)C)C(=CC)C,C25H32O8,460.5177409626804,[],"9-hydroxy-6,10-dimethyl-3-methylidene-2-oxo-2H,3H,3aH,4H,5H,8H,9H,11aH-cyclodeca[b]furan-4-yl 4-hydroxy-2-{[(2-methylbut-2-enoyl)oxy]methyl}but-2-enoate",3.3583000000000003,119.36,16.592937
203,CNP0150445,OC1CC23OCOC43C(O)C5C6(C)CN(CC)C4C5(C(OC)CC6)C7CC1C(OC)C72,C24H37NO6,435.5546021869185,[],"14-ethyl-4,19-dimethoxy-16-methyl-9,11-dioxa-14-azaheptacyclo[10.7.2.1²,⁵.0¹,¹³.0³,⁸.0⁸,¹².0¹⁶,²⁰]docosane-6,21-diol",-0.6717000000000024,80.62,16.589
255,CNP0296969,O=C(OC(CC1C(=O)CC=C2CC(OC3OC(C)C(OC4OC(C)C(OC5OC(C)C(OC6OC(CO)C(O)C(O)C6O)C(OC)C5)C(OC)C4)C(O)C3)CCC21C)C7(C(=O)CCC7(O)C(OC(=O)C)C)C)C=CC=8C=CC=CC8,C58H84O22,1133.2766137415963,[],"1-{2-[1-(acetyloxy)ethyl]-2-hydroxy-1-methyl-5-oxocyclopentyl}-2-(6-{[4-hydroxy-5-({4-methoxy-5-[(4-methoxy-6-methyl-5-{[3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxy}oxan-2-yl)oxy]-6-methyloxan-2-yl}oxy)-6-methyloxan-2-yl]oxy}-8a-methyl-2-oxo-1,2,3,5,6,7,8,8a-octahydronaphthalen-1-yl)ethyl 3-phenylprop-2-enoate",1.333899999999992,300.42,16.587282
216,CNP0261663,OC=1C=C(O)C2=C(OC(C3=CC(O)=C(O)C(O)=C3)C(OC4OC(CO)C(O)C(O)C4O)C2O)C1,C21H24O13,484.40829598276906,[],"3-{[3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxy}-2-(3,4,5-trihydroxyphenyl)-3,4-dihydro-2H-1-benzopyran-4,5,7-triol",-3.8194999999999983,229.98999999999995,16.554089
374,CNP0104430,O=C1C=C2C(=CC=C1NC(C(=O)NCC3CCOCC3)CC(C)C)C4=C(OC)C(OC)=C(OC)C=C4CCC2NC(=O)C,C33H45N3O7,595.7275626302583,[],"2-({10-acetamido-3,4,5-trimethoxy-13-oxotricyclo[9.5.0.0²,⁷]hexadeca-1(16),2(7),3,5,11,14-hexaen-14-yl}amino)-4-methyl-N-[(oxan-4-yl)methyl]pentanamide",0.8000999999999956,124.22000000000004,16.53853
263,CNP0321544,O=C1C(OC)=C(OC2=C(OC)C(OC)=CC(O)=C12)C=3C=C(O)C=CC3O,C18H16O8,360.3155376239517,"[Harborne, The Handbook of Natural Flavonoids, 1, (1999), 181.Flavonols, Wollenweber,Phytochem.,27,(1988),2673]","5,2',5'-Trihydroxy-3,7,8-Trimethoxyflavone",-1.6132000000000009,114.68000000000002,16.538452
213,CNP0307993,O=C(OC1CCC2(C)C3C(=CCC2C1C)C4(C)CCC(C(C)CCC(=CC)C(C)C)C4(C)CC3)C,C33H54O2,482.7818951557353,[],"3a,6,9a,11a-tetramethyl-1-[5-(propan-2-yl)hept-5-en-2-yl]-1H,2H,3H,3aH,5H,5aH,6H,7H,8H,9H,9aH,9bH,10H,11H,11aH-cyclopenta[a]phenanthren-7-yl acetate",8.738699999999998,26.3,16.529215
159,CNP0217044,O=C1OC2C=C(C)CCC3OC3(CO)CC(OC(=O)C4(OC4C)C)C2C1=C,C20H26O7,378.4170120282163,[],"4-(hydroxymethyl)-9-methyl-14-methylidene-13-oxo-5,12-dioxatricyclo[9.3.0.0⁴,⁶]tetradec-9-en-2-yl 2,3-dimethyloxirane-2-carboxylate",1.303499999999997,97.89,16.486862
557,CNP0159524,O(C)C1(C)CCC23C(C)CCC(C(C)C)C3C12,C16H28O,236.3935203832995,[22148193],Epicubebol Methyl Ether,3.611299999999997,9.23,16.483946
446,CNP0420336,O=C1OC2=CCC3(CCC(CC=4C=C(C=C(C4)CCNC5C=CC67CCC2=C1C6C89C(OC(=O)C9=C(C=%10C=C(O)C=CC%10C=%11C=CC=C5C%11)C7CC8)=CC(CC=%12C=CC=CC%12)CC)CNCCC)C3)C%13CCNC(NC)C%13,C68H78N4O5,1031.3732572459862,[],"40-(2-benzylbutylidene)-33-hydroxy-11-[2-(methylamino)piperidin-4-yl]-18-[(propylamino)methyl]-7,39-dioxa-23-azaundecacyclo[22.20.2.1¹,⁵.1¹¹,¹⁴.1¹⁶,²⁰.1²⁵,²⁹.0⁴,⁸.0³⁰,³⁵.0³⁶,⁴⁴.0³⁷,⁴¹.0⁴¹,⁵⁰]pentaconta-4,8,16,18,20(48),25(47),26,28,30,32,34,36,45-tridecaene-6,38-dione",9.064200000000008,120.95,16.477777
248,CNP0325787,O=C(OC1C(=CC23C(=O)C(C=C(COC(=O)C)C(O)C12O)C4C(CC3C)C4(C)C)C)C=5C=CC=CC5NC(=O)C=6C=CC=C(O)C6NC(=O)C(=CC)C,C41H46N2O10,726.8129021340601,[],"7-[(acetyloxy)methyl]-5,6-dihydroxy-3,11,11,14-tetramethyl-15-oxotetracyclo[7.5.1.0¹,⁵.0¹⁰,¹²]pentadeca-2,7-dien-4-yl 2-[3-hydroxy-2-(2-methylbut-2-enamido)benzamido]benzoate",2.1898,188.56,16.47575
